,coef,std err,t,P>|t|,[0.025,0.975]
const,-662.1109,97.235,-6.809,0.0,-852.688,-471.534
long_axis,-0.0002,0.0,-0.523,0.601,-0.001,0.001
short_axis,0.0002,0.001,0.115,0.908,-0.003,0.003
speed,-0.1577,0.022,-7.153,0.0,-0.201,-0.114
accel,0.1024,0.012,8.711,0.0,0.079,0.125
Dis,0.8601,0.202,4.249,0.0,0.463,1.257
Orientation,5.065e-05,9.74e-05,0.52,0.603,-0.0,0.0
Dir,4.782e-05,9.56e-05,0.5,0.617,-0.0,0.0
Season,0.361,0.026,14.113,0.0,0.311,0.411
YardLine,0.022,0.001,27.223,0.0,0.02,0.024
Quarter,-0.0006,0.016,-0.041,0.968,-0.031,0.03
GameClock,0.0003,4.07e-05,7.497,0.0,0.0,0.0
Down,0.0103,0.018,0.578,0.563,-0.025,0.045
Distance,0.0802,0.003,24.613,0.0,0.074,0.087
HomeScoreBeforePlay,-0.007,0.001,-4.894,0.0,-0.01,-0.004
VisitorScoreBeforePlay,0.0051,0.002,3.267,0.001,0.002,0.008
DefendersInTheBox,-0.5477,0.016,-34.555,0.0,-0.579,-0.517
PlayerHeight,0.4476,0.283,1.581,0.114,-0.107,1.003
PlayerWeight,-0.2884,0.282,-1.023,0.306,-0.841,0.264
Week,-0.011,0.003,-3.931,0.0,-0.016,-0.006
Temperature,-0.0063,0.001,-6.871,0.0,-0.008,-0.004
Humidity,-0.0011,0.001,-2.024,0.043,-0.002,-3.48e-05
WindSpeed,0.0014,0.001,1.956,0.05,-2.85e-06,0.003
Team_home,-0.0205,0.02,-1.018,0.309,-0.06,0.019
DisplayName_A.J. Bouye,-5.3656,1.431,-3.75,0.0,-8.17,-2.561
DisplayName_A.J. Cann,3.5605,3.234,1.101,0.271,-2.778,9.899
DisplayName_A.J. Derby,-4.3172,4.015,-1.075,0.282,-12.187,3.552
DisplayName_A.J. Francis,0.121,0.989,0.122,0.903,-1.817,2.059
DisplayName_A.J. Green,-3.1675,1.825,-1.735,0.083,-6.745,0.41
DisplayName_A.J. Klein,-0.582,5.627,-0.103,0.918,-11.611,10.447
DisplayName_A.Q. Shipley,-4.1615,2.272,-1.831,0.067,-8.615,0.292
DisplayName_AJ McCarron,-1.3673,2.316,-0.59,0.555,-5.906,3.171
DisplayName_Aaron Colvin,-5.2639,1.463,-3.598,0.0,-8.131,-2.397
DisplayName_Aaron Donald,-13.3736,13.847,-0.966,0.334,-40.514,13.767
DisplayName_Aaron Jones,-5.4652,5.883,-0.929,0.353,-16.995,6.065
DisplayName_Aaron Lynch,10.4947,17.769,0.591,0.555,-24.333,45.322
DisplayName_Aaron Neary,-10.2096,3.589,-2.845,0.004,-17.244,-3.175
DisplayName_Aaron Ripkowski,-1.4214,1.553,-0.916,0.36,-4.464,1.622
DisplayName_Aaron Rodgers,1.3119,0.571,2.299,0.022,0.193,2.43
DisplayName_Aaron Wallace,1.0285,6.472,0.159,0.874,-11.657,13.714
DisplayName_Abry Jones,-0.279,0.805,-0.347,0.729,-1.857,1.299
DisplayName_Adam Bisnowaty,-0.6427,3.172,-0.203,0.839,-6.859,5.574
DisplayName_Adam Butler,-9.3292,8.578,-1.088,0.277,-26.142,7.483
DisplayName_Adam Gotsis,-9.311,11.776,-0.791,0.429,-32.392,13.77
DisplayName_Adam Humphries,-5.5132,3.992,-1.381,0.167,-13.338,2.311
DisplayName_Adam Jones,-5.6479,2.596,-2.176,0.03,-10.735,-0.56
DisplayName_Adam Redmond,-8.9819,3.161,-2.842,0.004,-15.177,-2.787
DisplayName_Adam Shaheen,1.553,1.31,1.186,0.236,-1.014,4.12
DisplayName_Adam Thielen,-5.0533,2.775,-1.821,0.069,-10.492,0.385
DisplayName_Adarius Glanton,-2.2325,3.27,-0.683,0.495,-8.642,4.177
DisplayName_Adarius Taylor,-1.7724,3.225,-0.55,0.583,-8.093,4.548
DisplayName_Adolphus Washington,-9.5429,9.887,-0.965,0.334,-28.922,9.836
DisplayName_Adonis Alexander,3.2354,5.034,0.643,0.52,-6.63,13.101
DisplayName_Adoree' Jackson,-6.5639,2.542,-2.582,0.01,-11.547,-1.581
DisplayName_Adrian Amos,4.0434,6.663,0.607,0.544,-9.015,17.102
DisplayName_Adrian Clayborn,-11.7249,13.658,-0.858,0.391,-38.494,15.045
DisplayName_Adrian Colbert,0.0359,4.06,0.009,0.993,-7.921,7.993
DisplayName_Adrian Peterson,-5.3908,3.145,-1.714,0.087,-11.556,0.774
DisplayName_Adrian Phillips,3.2187,5.691,0.566,0.572,-7.936,14.373
DisplayName_Ahkello Witherspoon,-5.8658,1.455,-4.032,0.0,-8.717,-3.014
DisplayName_Ahmad Brooks,4.0969,10.671,0.384,0.701,-16.817,25.011
DisplayName_Ahmad Thomas,-4.6427,3.496,-1.328,0.184,-11.495,2.21
DisplayName_Ahtyba Rubin,-3.5853,4.182,-0.857,0.391,-11.781,4.61
DisplayName_Akeem Ayers,-3.3619,9.719,-0.346,0.729,-22.411,15.687
DisplayName_Akeem Hunt,-6.7943,6.974,-0.974,0.33,-20.463,6.874
DisplayName_Akeem King,0.2711,6.39,0.042,0.966,-12.252,12.795
DisplayName_Akeem Spence,-4.9071,6.274,-0.782,0.434,-17.203,7.389
DisplayName_Akiem Hicks,6.4118,6.221,1.031,0.303,-5.781,18.605
DisplayName_Al Woods,-0.4401,0.528,-0.834,0.404,-1.474,0.594
DisplayName_Al-Quadin Muhammad,-20.1757,22.15,-0.911,0.362,-63.59,23.238
DisplayName_Alan Branch,6.3873,5.531,1.155,0.248,-4.453,17.228
DisplayName_Alan Cross,-3.349,5.172,-0.648,0.517,-13.486,6.788
DisplayName_Albert McClellan,2.0186,4.732,0.427,0.67,-7.257,11.294
DisplayName_Albert Wilson,-4.4533,4.144,-1.075,0.282,-12.574,3.668
DisplayName_Aldrick Robinson,-7.6988,6.44,-1.195,0.232,-20.322,4.924
DisplayName_Alec Ogletree,-2.6394,4.144,-0.637,0.524,-10.762,5.483
DisplayName_Alejandro Villanueva,-1.7049,5.028,-0.339,0.735,-11.56,8.15
DisplayName_Alex Anzalone,-0.6491,5.73,-0.113,0.91,-11.88,10.582
DisplayName_Alex Armah,4.4633,7.868,0.567,0.571,-10.958,19.885
DisplayName_Alex Barrett,-20.9574,22.078,-0.949,0.343,-64.23,22.315
DisplayName_Alex Boone,-2.8483,1.844,-1.545,0.122,-6.462,0.766
DisplayName_Alex Cappa,-4.3479,3.064,-1.419,0.156,-10.354,1.658
DisplayName_Alex Collins,-7.4214,5.898,-1.258,0.208,-18.98,4.138
DisplayName_Alex Ellis,-3.5993,4.077,-0.883,0.377,-11.591,4.392
DisplayName_Alex Erickson,-5.4377,3.977,-1.367,0.172,-13.233,2.358
DisplayName_Alex Lewis,-3.8054,2.812,-1.353,0.176,-9.316,1.705
DisplayName_Alex Light,-6.8172,5.406,-1.261,0.207,-17.413,3.779
DisplayName_Alex Mack,-4.4286,1.953,-2.267,0.023,-8.257,-0.6
DisplayName_Alex Okafor,-17.2583,19.339,-0.892,0.372,-55.162,20.646
DisplayName_Alex Redmond,1.1379,1.665,0.683,0.494,-2.126,4.402
DisplayName_Alex Smith,-3.7812,3.584,-1.055,0.291,-10.806,3.244
DisplayName_Alfred Blue,-4.0604,2.423,-1.676,0.094,-8.808,0.688
DisplayName_Alfred Morris,-2.444,2.846,-0.859,0.39,-8.022,3.134
DisplayName_Ali Marpet,-2.2777,2.008,-1.134,0.257,-6.213,1.657
DisplayName_Allen Bailey,-8.0256,11.42,-0.703,0.482,-30.408,14.356
DisplayName_Allen Barbre,-0.9682,1.269,-0.763,0.446,-3.456,1.52
DisplayName_Allen Hurns,-6.5752,3.931,-1.673,0.094,-14.28,1.129
DisplayName_Allen Robinson,0.7176,4.159,0.173,0.863,-7.433,8.868
DisplayName_Alonzo Russell,-2.6018,5.609,-0.464,0.643,-13.596,8.392
DisplayName_Alshon Jeffery,-0.089,3.5,-0.025,0.98,-6.95,6.772
DisplayName_Alterraun Verner,-7.2231,2.424,-2.98,0.003,-11.974,-2.472
DisplayName_Alvin Kamara,-4.3963,4.178,-1.052,0.293,-12.584,3.791
DisplayName_Amara Darboh,-2.1338,3.069,-0.695,0.487,-8.149,3.882
DisplayName_Amari Cooper,-1.3921,2.429,-0.573,0.567,-6.152,3.368
DisplayName_Ameer Abdullah,-9.253,7.166,-1.291,0.197,-23.297,4.791
DisplayName_Amini Silatolu,-4.9386,2.469,-2.0,0.045,-9.778,-0.099
DisplayName_Andre Branch,-16.4207,18.581,-0.884,0.377,-52.838,19.997
DisplayName_Andre Ellington,-9.6089,8.062,-1.192,0.233,-25.41,6.192
DisplayName_Andre Hal,-0.0223,2.25,-0.01,0.992,-4.432,4.387
DisplayName_Andre Holmes,-2.8843,1.858,-1.552,0.121,-6.526,0.758
DisplayName_Andre Roberts,-6.968,4.051,-1.72,0.085,-14.908,0.971
DisplayName_Andre Smith,2.944,8.07,0.365,0.715,-12.873,18.761
DisplayName_Andre Williams,-5.2187,3.84,-1.359,0.174,-12.746,2.308
DisplayName_Andrew Adams,0.401,3.616,0.111,0.912,-6.686,7.488
DisplayName_Andrew Billings,1.0254,1.023,1.003,0.316,-0.979,3.03
DisplayName_Andrew Donnal,-7.3429,3.25,-2.259,0.024,-13.713,-0.973
DisplayName_Andrew Luck,3.9889,4.075,0.979,0.328,-3.998,11.976
DisplayName_Andrew Norwell,2.1676,2.979,0.728,0.467,-3.672,8.007
DisplayName_Andrew Sendejo,1.9743,5.474,0.361,0.718,-8.754,12.703
DisplayName_Andrew Whitworth,1.8828,7.82,0.241,0.81,-13.445,17.21
DisplayName_Andrew Wylie,-3.2924,2.746,-1.199,0.23,-8.674,2.089
DisplayName_Andrus Peat,-1.4044,4.14,-0.339,0.734,-9.519,6.711
DisplayName_Andy Dalton,-1.2133,1.52,-0.798,0.425,-4.193,1.767
DisplayName_Andy Janovich,-0.0464,3.592,-0.013,0.99,-7.086,6.993
DisplayName_Andy Jones,-0.6748,3.199,-0.211,0.833,-6.945,5.595
DisplayName_Andy Levitre,-1.7745,3.015,-0.589,0.556,-7.683,4.134
DisplayName_Angelo Blackson,-0.0722,3.39,-0.021,0.983,-6.717,6.573
DisplayName_Anthony Averett,-9.4895,4.639,-2.046,0.041,-18.582,-0.397
DisplayName_Anthony Barr,2.4397,9.4,0.26,0.795,-15.984,20.863
DisplayName_Anthony Brown,-3.4489,1.73,-1.993,0.046,-6.84,-0.058
DisplayName_Anthony Castonzo,-4.6103,2.341,-1.969,0.049,-9.199,-0.022
DisplayName_Anthony Chickillo,3.2873,9.569,0.344,0.731,-15.468,22.043
DisplayName_Anthony Fabiano,-6.8156,2.519,-2.706,0.007,-11.753,-1.878
DisplayName_Anthony Fasano,1.1365,1.705,0.667,0.505,-2.204,4.477
DisplayName_Anthony Firkser,-2.2864,2.658,-0.86,0.39,-7.495,2.923
DisplayName_Anthony Harris,-0.6875,3.378,-0.204,0.839,-7.309,5.934
DisplayName_Anthony Hitchens,-0.5897,4.428,-0.133,0.894,-9.268,8.088
DisplayName_Anthony Johnson,-13.9359,15.707,-0.887,0.375,-44.721,16.849
DisplayName_Anthony Lanier,-8.8316,12.525,-0.705,0.481,-33.38,15.716
DisplayName_Anthony Levine,1.0512,5.352,0.196,0.844,-9.438,11.54
DisplayName_Anthony Miller,-4.2122,3.233,-1.303,0.193,-10.549,2.125
DisplayName_Anthony Sherman,-1.7996,2.391,-0.753,0.452,-6.486,2.887
DisplayName_Anthony Steen,0.9618,1.411,0.682,0.495,-1.803,3.727
DisplayName_Anthony Walker,-3.2323,3.096,-1.044,0.296,-9.3,2.836
DisplayName_Anthony Zettel,-16.1365,15.511,-1.04,0.298,-46.537,14.264
DisplayName_Antoine Bethea,2.4618,4.612,0.534,0.594,-6.578,11.502
DisplayName_Antone Exum,3.9961,6.944,0.575,0.565,-9.615,17.607
DisplayName_Antonio Brown,-7.4207,6.436,-1.153,0.249,-20.034,5.193
DisplayName_Antonio Callaway,-3.8833,3.032,-1.281,0.2,-9.826,2.06
DisplayName_Antonio Gates,0.3059,1.207,0.254,0.8,-2.059,2.671
DisplayName_Antonio Hamilton,-7.044,2.243,-3.141,0.002,-11.44,-2.648
DisplayName_Antonio Morrison,0.4041,5.899,0.069,0.945,-11.157,11.965
DisplayName_Antony Auclair,-0.4815,1.14,-0.422,0.673,-2.716,1.753
DisplayName_Antwaun Woods,-2.9459,3.273,-0.9,0.368,-9.362,3.47
DisplayName_Aqib Talib,-1.04,4.656,-0.223,0.823,-10.165,8.085
DisplayName_ArDarius Stewart,-3.4822,2.408,-1.446,0.148,-8.202,1.238
DisplayName_Arden Key,-23.4965,25.047,-0.938,0.348,-72.589,25.596
DisplayName_Arie Kouandjio,-0.6727,0.81,-0.83,0.406,-2.261,0.916
DisplayName_Arik Armstead,-9.4755,10.647,-0.89,0.373,-30.343,11.392
DisplayName_Armani Watts,3.4363,5.182,0.663,0.507,-6.721,13.594
DisplayName_Arrelious Benn,2.1771,6.297,0.346,0.73,-10.164,14.519
DisplayName_Arthur Jones,-1.6872,3.673,-0.459,0.646,-8.886,5.511
DisplayName_Arthur Maulet,-5.2541,2.139,-2.457,0.014,-9.446,-1.062
DisplayName_Arthur Moats,-17.7212,22.985,-0.771,0.441,-62.771,27.329
DisplayName_Artie Burns,-3.0948,1.809,-1.71,0.087,-6.641,0.452
DisplayName_Auden Tate,5.8326,6.125,0.952,0.341,-6.172,17.838
DisplayName_Austin Blythe,-6.7979,2.928,-2.322,0.02,-12.537,-1.059
DisplayName_Austin Calitro,0.0119,5.777,0.002,0.998,-11.31,11.334
DisplayName_Austin Carr,-6.6601,3.964,-1.68,0.093,-14.43,1.11
DisplayName_Austin Corbett,-5.1574,3.152,-1.636,0.102,-11.336,1.021
DisplayName_Austin Davis,-2.8549,3.828,-0.746,0.456,-10.357,4.647
DisplayName_Austin Ekeler,-8.8602,8.011,-1.106,0.269,-24.561,6.84
DisplayName_Austin Hooper,0.3495,1.057,0.331,0.741,-1.722,2.421
DisplayName_Austin Howard,1.9033,7.831,0.243,0.808,-13.445,17.252
DisplayName_Austin Johnson,-1.0382,0.749,-1.386,0.166,-2.507,0.43
DisplayName_Austin Pasztor,-5.7269,4.978,-1.15,0.25,-15.484,4.03
DisplayName_Austin Reiter,-6.2686,3.006,-2.085,0.037,-12.161,-0.376
DisplayName_Austin Seferian-Jenkins,2.6796,2.551,1.05,0.294,-2.321,7.68
DisplayName_Austin Traylor,1.3022,1.483,0.878,0.38,-1.604,4.208
DisplayName_Avery Moss,8.8721,14.032,0.632,0.527,-18.631,36.375
DisplayName_Avery Williamson,1.4966,7.257,0.206,0.837,-12.727,15.721
DisplayName_Aviante Collins,-4.6652,4.0,-1.166,0.243,-12.505,3.174
DisplayName_Avonte Maddox,-5.057,2.848,-1.775,0.076,-10.64,0.526
DisplayName_B.J. Bello,-4.3898,3.077,-1.427,0.154,-10.42,1.641
DisplayName_B.J. Finney,-1.1235,3.34,-0.336,0.737,-7.67,5.423
DisplayName_B.J. Goodson,0.1296,6.177,0.021,0.983,-11.977,12.237
DisplayName_B.J. Hill,-5.1405,5.303,-0.969,0.332,-15.535,5.254
DisplayName_B.W. Webb,-5.6694,1.594,-3.557,0.0,-8.793,-2.546
DisplayName_Baker Mayfield,-1.1251,2.822,-0.399,0.69,-6.655,4.405
DisplayName_Bam Bradley,-8.8826,7.42,-1.197,0.231,-23.425,5.66
DisplayName_Barkevious Mingo,-2.9666,4.05,-0.733,0.464,-10.904,4.97
DisplayName_Barry Church,4.09,7.567,0.541,0.589,-10.74,18.92
DisplayName_Bashaud Breeland,-3.7493,1.587,-2.362,0.018,-6.861,-0.638
DisplayName_Beau Allen,0.1627,0.985,0.165,0.869,-1.768,2.093
DisplayName_Ben Braunecker,-1.4184,2.267,-0.626,0.532,-5.862,3.025
DisplayName_Ben Garland,-2.1862,1.862,-1.174,0.24,-5.836,1.463
DisplayName_Ben Gedeon,0.4457,6.625,0.067,0.946,-12.539,13.431
DisplayName_Ben Heeney,0.8704,4.28,0.203,0.839,-7.519,9.26
DisplayName_Ben Ijalana,-2.4794,6.315,-0.393,0.695,-14.857,9.898
DisplayName_Ben Jacobs,6.6857,6.263,1.068,0.286,-5.589,18.96
DisplayName_Ben Jones,-4.5505,1.912,-2.38,0.017,-8.298,-0.803
DisplayName_Ben Koyack,1.4455,1.561,0.926,0.355,-1.615,4.506
DisplayName_Ben Niemann,-1.1667,3.879,-0.301,0.764,-8.769,6.435
DisplayName_Ben Roethlisberger,3.9074,4.006,0.975,0.329,-3.944,11.759
DisplayName_Benardrick McKinney,3.8163,10.029,0.381,0.704,-15.84,23.473
DisplayName_Bene' Benwikere,-3.4442,1.503,-2.292,0.022,-6.389,-0.499
DisplayName_Benjamin Watson,1.2099,1.355,0.893,0.372,-1.447,3.867
DisplayName_Bennie Fowler,0.8451,3.824,0.221,0.825,-6.65,8.341
DisplayName_Bennie Logan,-0.4728,0.489,-0.967,0.334,-1.431,0.486
DisplayName_Benny Cunningham,-5.5159,3.83,-1.44,0.15,-13.023,1.991
DisplayName_Benson Mayowa,-14.6482,17.857,-0.82,0.412,-49.648,20.352
DisplayName_Bernard Reedy,-10.0087,9.344,-1.071,0.284,-28.323,8.305
DisplayName_Bilal Nichols,-4.8596,4.774,-1.018,0.309,-14.217,4.497
DisplayName_Bilal Powell,-9.1358,6.939,-1.317,0.188,-22.736,4.464
DisplayName_Billy Price,-3.7466,2.119,-1.768,0.077,-7.9,0.407
DisplayName_Billy Turner,-1.1712,1.813,-0.646,0.518,-4.724,2.382
DisplayName_Blaine Clausell,1.6035,9.094,0.176,0.86,-16.22,19.427
DisplayName_Blaine Gabbert,2.4032,2.635,0.912,0.362,-2.762,7.569
DisplayName_Blair Brown,3.5744,5.387,0.663,0.507,-6.985,14.133
DisplayName_Blake Bell,-0.9543,1.178,-0.81,0.418,-3.263,1.355
DisplayName_Blake Bortles,2.2726,2.886,0.787,0.431,-3.385,7.93
DisplayName_Blake Countess,1.4733,2.025,0.728,0.467,-2.495,5.442
DisplayName_Blake Jarwin,3.4711,2.108,1.647,0.1,-0.661,7.603
DisplayName_Blake Martinez,-1.321,4.733,-0.279,0.78,-10.597,7.955
DisplayName_Blidi Wreh-Wilson,-5.614,2.03,-2.765,0.006,-9.593,-1.635
DisplayName_Bobby Hart,-3.0202,2.993,-1.009,0.313,-8.887,2.846
DisplayName_Bobby Massie,1.1916,6.569,0.181,0.856,-11.684,14.067
DisplayName_Bobby McCain,-4.564,1.421,-3.211,0.001,-7.35,-1.778
DisplayName_Bobby Rainey,-5.8806,8.02,-0.733,0.463,-21.601,9.839
DisplayName_Bobby Wagner,1.4466,6.281,0.23,0.818,-10.865,13.758
DisplayName_Bobo Wilson,-8.3241,6.338,-1.313,0.189,-20.747,4.099
DisplayName_Braden Smith,-0.2784,0.656,-0.424,0.671,-1.564,1.008
DisplayName_Bradley Bozeman,-2.9377,3.31,-0.887,0.375,-9.426,3.551
DisplayName_Bradley Chubb,-11.6139,15.133,-0.767,0.443,-41.274,18.046
DisplayName_Bradley Marquez,-0.6117,6.905,-0.089,0.929,-14.145,12.921
DisplayName_Bradley McDougald,3.8335,6.831,0.561,0.575,-9.556,17.223
DisplayName_Bradley Roby,-3.6367,1.483,-2.452,0.014,-6.544,-0.729
DisplayName_Bradley Sowell,5.7714,6.582,0.877,0.381,-7.129,18.672
DisplayName_Branden Jackson,-6.8263,9.553,-0.715,0.475,-25.549,11.897
DisplayName_Branden Oliver,-7.9869,5.953,-1.342,0.18,-19.656,3.682
DisplayName_Brandin Cooks,-8.205,6.942,-1.182,0.237,-21.811,5.401
DisplayName_Brandon Banks,-12.7621,17.522,-0.728,0.466,-47.104,21.58
DisplayName_Brandon Bell,-3.5814,3.577,-1.001,0.317,-10.593,3.43
DisplayName_Brandon Bolden,-4.3641,3.485,-1.252,0.211,-11.195,2.467
DisplayName_Brandon Brooks,5.7504,5.843,0.984,0.325,-5.701,17.202
DisplayName_Brandon Carr,-0.3936,5.038,-0.078,0.938,-10.268,9.481
DisplayName_Brandon Coleman,1.3525,4.956,0.273,0.785,-8.361,11.066
DisplayName_Brandon Copeland,5.5726,11.787,0.473,0.636,-17.53,28.675
DisplayName_Brandon Dixon,-2.0503,3.344,-0.613,0.54,-8.604,4.503
DisplayName_Brandon Dunn,-4.7102,5.511,-0.855,0.393,-15.511,6.091
DisplayName_Brandon Facyson,-1.075e-10,1.1e-10,-0.979,0.327,-3.23e-10,1.08e-10
DisplayName_Brandon Fusco,-2.2383,2.282,-0.981,0.327,-6.712,2.235
DisplayName_Brandon Graham,-15.1635,17.771,-0.853,0.393,-49.993,19.666
DisplayName_Brandon LaFell,-2.9111,1.958,-1.487,0.137,-6.749,0.927
DisplayName_Brandon Linder,-4.4204,2.368,-1.867,0.062,-9.062,0.221
DisplayName_Brandon Marshall,1.5657,6.965,0.225,0.822,-12.086,15.218
DisplayName_Brandon Mebane,-0.9013,1.259,-0.716,0.474,-3.368,1.566
DisplayName_Brandon Parker,-1.8839,5.095,-0.37,0.712,-11.87,8.102
DisplayName_Brandon Powell,-8.3894,7.566,-1.109,0.268,-23.219,6.441
DisplayName_Brandon Scherff,-0.1935,0.455,-0.425,0.671,-1.086,0.699
DisplayName_Brandon Shell,0.0967,6.405,0.015,0.988,-12.457,12.65
DisplayName_Brandon Tate,-6.0736,4.072,-1.492,0.136,-14.054,1.907
